did,name,phone,local,domain,passwd,lat,lng,stock
15817,주공길,01046525415,gmcdh,dion.ne.jp,9hmiwk,37.3918,127.94022,1
15818,유기종,01058033807,ilezerg,list-manage.com,r32i1fle,37.5396,126.92227,5
15819,리창우,01097462442,diors,dion.ne.jp,n981gz0cn,37.6058,126.90377,7
15820,로주데스트벤스키,01031577119,tfalkeam,yale.edu,yozczsx2,36.9848,127.91904,7
15821,김종성,01085292061,jblds,nasa.gov,4zi6pxzg,37.4241,127.98896,2
15822,우항제,01048589991,ssmv,homestead.com,lh1k7i2,36.2152,128.45249,6
15823,권명선,01091892355,frambe,yale.edu,o1oanw,37.0415,127.9375,2
15824,안오봉,01023661265,eamec,sohu.com,eocrw8,37.5891,126.93069,3
15825,유헌식,01099118749,ptilikt,pinterest.com,i4ovf0u58,36.9746,127.942,7
15826,김유권,01096977465,saviee,yandex.ru,sw6thwsp,37.3433,127.96701,4
15827,유병세,01022933759,fcolbjfa,craigslist.org,cae032j2q,37.4525,127.94868,2
15828,최석영,01078498761,gprimmbe,netscape.com,7r8yie6e,35.2038,128.85477,3
15829,신옥금,01042847204,dshk,princeton.edu,0tjb01,35.2171,129.0606,6
15830,채규하,01085861149,rbeir,sohu.com,c3mhxza4o,37.1887,127.75683,9
15831,데이비드,01092112200,acada,wufoo.com,bfs7ef5,37.064,127.92986,7
15832,김흥순,01034668516,bthurd,psu.edu,hfdhj5j7s,37.5614,126.89526,2
15833,김종범,01021908769,ivicato,360.cn,qiuqp67,37.0333,127.92942,9
15834,라나싱흐프레마다사,01043454309,rgeroae,youtube.com,i9juiut0,36.9845,127.90436,5
15835,한도련,01086606184,dbudrs,macromedia.com,99so6gd3,37.593,126.97524,5
15836,임시용,01098633134,scoasjg,xing.com,cpooyord,35.1801,129.06328,9
15837,권희원,01089815460,dbudkcu,cbslocal.com,94rrxmf,36.8481,127.98901,1
15838,정일재,01031474024,bthua,51.la,9ekply,37.5917,126.92561,5
15839,최창우,01034121220,rbeb,macromedia.com,m1m46ci,37.4483,127.93979,1
15840,정희중,01025518803,cscoluj,ox.ac.uk,8eztl2k7,37.5715,126.99613,5
15841,양환성,01089871724,bfisca,xing.com,cgpk5u2ve,37.5422,126.90923,4
15842,윤여흥,01088512813,lbucco,sbwire.com,lqgokikf,36.1443,128.33738,6
15843,박의열,01083174667,ptin,netscape.com,2fn02xpu,37.6025,126.9854,9
15844,박지남,01065382886,cbygrdh,samsung.com,l9et2sgby,36.1478,128.4191,0
15845,김상근,01090929235,estys,mlb.com,tkuw8a,37.3806,127.92279,0
15846,조근실,01068212371,jchr,microsoft.com,h3hdrf,35.2853,129.00681,2
15847,김관용,01023227848,lhatwaeb,biblegateway.com,tlglvn8tn,36.2106,128.34548,7
15848,송래헌,01026383583,kderge,over-blog.com,iafdywj6,37.5863,126.9005,5
15849,차태백,01039668970,rscrb,cpanel.net,utsnr51k,37.5735,126.89983,8
15850,강민선,01043647855,smerrdbu,latimes.com,7ffbvdn89,37.0192,127.92452,6
15851,홍병표,01089263989,ddiga,biblegateway.com,tjp7az,35.173,129.05819,3
15852,이운배,01065237463,dkelgmc,weibo.com,o3voczp,33.5258,126.47943,2
15853,송점화,01061686151,nhodbu,bandcamp.com,8tfo2es,37.582,126.98321,5
15854,정병열,01051722070,cwegp,dion.ne.jp,kyrormq,37.5112,126.91212,0
15855,송구헌,01077594147,iwoog,state.tx.us,3g6oigw,37.5933,126.89999,9
15856,안주영,01099405196,iwokto,ca.gov,wgoie89,37.5748,127.0061,8
15857,최원묵,01057762860,kcuy,macromedia.com,xmbvz3y,37.4491,127.94362,6
15858,방상윤,01029523888,kdevtfa,businessinsider.com,w9fvsx,37.53,126.8991,9
15859,임태선,01088031428,dshejm,php.net,e0tnyu,37.3958,127.93457,5
15860,윤강로,01071763832,jchr,dion.ne.jp,oufy4vvt,35.2665,129.00755,4
15861,노삼균,01097732420,mbooli,netscape.com,e0oo8h,37.6504,126.98691,4
15862,송좌빈,01061321467,gpih,ow.ly,eag96g98g,35.1441,128.83489,8
15863,장일성,01077180493,ssmbco,sogou.com,e9ycfd173,37.5925,127.01529,5
15864,심경미,01080280979,gprp,bandcamp.com,s0dvaqs0,37.6266,127.00565,1
15865,임상옥,01071906241,ndykmdo,cnn.com,6qaj11d5f,33.41,126.25805,0
15866,황두래,01037393227,gpiw,homestead.com,w21dlo0rk,35.2679,129.05595,1
15867,양기영,01024289826,ndykf,list-manage.com,j4bds8pf,35.1064,128.9231,3
15868,김완정,01055965665,bcurat,ocn.ne.jp,kuha5bf2l,37.4377,127.93768,1
15869,이물치,01095205432,ggencg,businessinsider.com,9mvbuyx,37.3414,127.81736,1
15870,이화래,01069087522,mkynmb,google.fr,lk2gy3,36.1725,128.30823,4
15871,성낙삼,01028957166,mfefco,ca.gov,i2gxpgs,37.3326,127.95911,3
15872,류춘백,01056265634,fratrr,hubpages.com,0cnhjpm,36.124,128.3321,9
15873,양삼영,01049512227,wbaci,umich.edu,5c7s4lngt,37.5675,126.89741,0
15874,유삼열,01037904560,ddigbp,google.fr,uvsimikj,35.2212,129.03573,0
15875,김하일,01034590475,rskipeam,nature.com,mt78qhrpb,35.1968,129.05942,6
15876,한선규,01080036512,estlg,archive.org,k29pzst,37.5206,126.90512,2
15877,고순갑,01061338442,ggec,archive.org,lwwtbuzj,37.5811,126.93161,3
15878,강주현,01094551646,snadgha,sohu.com,6nxsrsx,35.1629,129.02918,2
15879,성군자,01039535319,bthugk,microsoft.com,fx4b2l,37.0234,127.92935,6
15880,고석호,01074441564,mtilsea,reverbnation.com,13g4wg59,37.6183,127.02053,5
15881,고철윤,01095101482,jgolekd,plala.or.jp,8yd6ir0z5,35.204,128.83351,7
15882,김의배,01026485011,ssmergg,archive.org,7zzetp12v,37.5781,126.99015,5
15883,장명규,01051805289,scoasl,bandcamp.com,q4w0yk9,35.2721,129.01809,7
15884,장세경,01058778551,bfirjna,yale.edu,kd6z6s,37.4513,127.94698,2
15885,김영소,01091537697,vdaw,cam.ac.uk,0isztu,37.5711,127.02005,9
15886,와이즈만,01048961793,rjari,weibo.com,hfcxa2,37.5349,126.93116,7
15887,이용현,01045323881,mwrrj,mediafire.com,dqu14n16,37.6257,126.9009,5
15888,이응모,01030730407,jmaidkto,prlog.org,vp02fn,36.1513,128.42813,6
15889,나봉환,01065118830,eakmab,ca.gov,ujxkxet,35.279,129.00471,2
15890,이래철,01055760899,fton,youtube.com,2zfsti5a7,37.6115,126.99551,5
15891,강희천,01065978882,eakcwe,ocn.ne.jp,izj0dzj7k,37.6211,126.97457,6
15892,조대희,01096761208,ilezpti,umn.edu,rsvzoqz,37.3775,127.95854,8
15893,배형덕,01066455892,eakrj,php.net,5a0rfs9,37.6124,127.02043,5
15894,김필규,01042896574,rbeiscsc,omniture.com,zsz0g6,37.2499,127.75041,5
15895,송용발,01068916971,mabboamc,comsenz.com,unoe4h,37.5388,126.89425,9
15896,네르시,01079767668,cwestmd,reverbnation.com,y8oxwbyfj,37.3402,127.9491,9
15897,양상순,01089159496,ilezev,youtube.com,u1vbomq,37.6185,127.00751,3
15898,편광정,01061015370,smerrj,netscape.com,x2lnln4,36.9813,127.9312,4
15899,안상의,01022169327,estu,businessinsider.com,l3f9fmsdm,37.5446,126.92116,2
15900,최복예,01084031465,dhenc,domainmarket.com,02tjm32te,35.2483,128.90152,9
15901,김광집,01066695642,mtilsc,plala.or.jp,bwgkkm,37.5518,126.92731,0
15902,지양순,01036769209,kdevjg,youtu.be,ozs08z1i,37.5927,126.90874,8
15903,박병의,01075156948,sreedd,php.net,8v7vbt,37.5518,126.92833,0
15904,서사술,01050582204,jgolrs,foxnews.com,eqmjjf1yz,37.3758,127.93244,7
15905,성하규,01099781348,jfarrcw,seattletimes.com,kskor4c3,37.6468,127.00879,7
15906,정구채,01092078060,mabbj,umich.edu,6g1enhd,37.6266,127.01761,4
15907,동진근,01054249232,gmcbcu,yolasite.com,a1pdqelv,37.6239,126.90184,6
15908,정분성,01049501955,fcolbm,latimes.com,gd54qsq,35.2185,129.05758,0
15909,김언주,01082802975,eakjga,mediafire.com,dgcy1o92,37.5655,126.91755,2
15910,원보연,01069132098,rgerkcu,wufoo.com,jykfrre,36.1071,128.42102,6
15911,최숙진,01068765194,rgefsk,php.net,5corw1d4j,37.5576,127.006,0
15912,국순규,01034398076,chowod,list-manage.com,qjpeghn,37.6161,126.9725,4
15913,구난서,01037421690,sreefca,amazon.co.uk,u634ki,35.1866,129.06916,2
15914,이재열,01083340020,dioraa,mediafire.com,0ftkn50f4,37.6255,126.98462,4
15915,박창귀,01066955251,rskgg,bandcamp.com,luorpybz,35.271,129.0066,4
15916,백낙순,01094365737,bcum,pinterest.com,ys4t834b,37.5525,126.9056,1
15917,이긍구,01092074541,lbuckm,php.net,di0cvvjl0,35.1558,129.05802,7
15918,이광현,01025756480,jfafra,latimes.com,xk73bhi8l,35.1864,129.05839,3
15919,임기욱,01060950407,jgasn,arizona.edu,42ojs2g,35.2551,129.05898,8
15920,황기성,01095329626,ktoest,opera.com,d3en95a,36.2379,128.31488,5
15921,김덕락,01051635719,dhelldhe,discuz.net,lh64aq,37.5961,126.97439,4
15922,구임준,01074606162,ggenlb,nyu.edu,mtbnp7gcj,36.1303,128.42022,7
15923,양철갑,01097706635,lthigpr,state.tx.us,8v3j6c2w,37.0858,127.82951,5
15924,우남오,01047691325,gdumdb,amazon.co.jp,o4gg22,37.5882,126.98224,6
15925,백용창,01085191610,amiasa,list-manage.com,icd3a4cjd,37.3872,127.92849,9
15926,윤정회,01039279796,cwestrj,ox.ac.uk,8o6tn7u15,36.1159,128.43423,8
15927,이평우,01025883624,mwriga,census.gov,6prvubz,37.5927,127.02227,1
15928,주대식,01059656652,dioh,homestead.com,rl8zi2dc7,37.5982,127.01535,3
15929,황장근,01093365408,mabbomab,gov.uk,l1xpsdq,37.539,126.90843,1
15930,국태복,01050525910,nmeir,berkeley.edu,5415aw,36.9976,127.94332,4
15931,이학규,01087268882,cscolk,i2i.jp,niplovoc,37.0336,127.79859,4
15932,심기화,01031139308,ujarnsn,weibo.com,ebrhydvny,37.3947,127.94864,1
15933,차상호,01042688027,estlesav,paginegialle.it,o7vozj,37.0396,127.90391,7
15934,석창숙,01056046970,jbray,yandex.ru,axtkzxlmq,35.2452,129.05687,9
15935,류영복,01058888884,nolrb,wufoo.com,bvvcfki,37.5625,126.998,2
15936,방흥순,01021181213,lbucfr,sohu.com,59n1bqx,37.6241,126.97467,9
15937,임갑용,01071437862,ktoobth,arizona.edu,5yrirgmi8,36.1433,128.34035,8
15938,이연례,01067654292,diorisca,sohu.com,xgcozicb2,35.2789,129.01542,3
15939,이향미,01097116337,dshedb,cnn.com,3tqpgq5p,35.1186,128.90224,9
15940,김홍미,01026736000,jchd,amazon.co.uk,xjjd8ng,36.161,128.35873,2
15941,이인효,01034393132,estd,ca.gov,zzlnz1,37.5119,126.91212,2
15942,김재청,01076880454,jchepti,cnn.com,vmcljpa,37.608,126.92786,3
15943,강형구,01094443160,asaci,arizona.edu,l9w10p9,37.5361,126.88412,6
15944,임규철,01022034010,rskil,biblegateway.com,f1dhh5i,35.1688,129.05612,9
15945,황기룡,01068272622,iwool,omniture.com,lb3clx,37.0095,127.93345,2
15946,전애진,01072251309,ggenckc,nasa.gov,56xwor,37.6573,127.01892,4
15947,남현우,01084851820,vdalcho,psu.edu,d7mo84owc,37.0775,127.93586,6
15948,육난수,01099136412,acam,comsenz.com,qe1d2y,37.6557,126.97092,9
15949,김후남,01045713573,hpaudbu,sbwire.com,b98lgw,37.5486,126.89434,3
15950,여홍권,01057770846,mferv,altervista.org,tew3wlsa,37.3663,127.91829,2
15951,정해균,01046103240,mbeevg,archive.org,428qh435m,37.0495,127.93284,9
15952,이현수,01042277887,lbuckde,feedburner.com,ovtrdxaqp,37.6107,126.98246,2
15953,홍승운,01056843778,estledk,paginegialle.it,vnngweiu,36.9715,127.93104,1
15954,아킬레오케토,01055834828,jmaisav,google.fr,0ztjdk0,37.5273,126.93208,9
15955,배일섭,01061695519,eamers,smh.com.au,broav9y,37.0483,127.94073,0
15956,길박섭,01084573096,jlidys,ocn.ne.jp,32l8uk,37.5556,126.92834,2
15957,김대율,01045860799,ghan,mediafire.com,7mf5jobid,35.1654,129.05518,4
15958,오보현,01029958286,jblb,homestead.com,2z8s896,37.6334,127.00572,6
15959,최덕환,01025590605,vdaldh,nyu.edu,w4p6tpwg,35.2135,128.83463,2
15960,시병창,01074629224,bcurvda,opera.com,y0g3vpwe,35.2311,129.00821,9
15961,홍순이,01062382817,dsheaau,netscape.com,egaugvxam,36.1704,128.35975,3
15962,이분숙,01051391018,fskegd,ocn.ne.jp,zsepl65s1,37.6012,127.00654,7
15963,권추월,01053111909,wbackrbe,examiner.com,7b3wdd0,37.538,126.89949,6
15964,이홍계,01037570705,cdokto,360.cn,usac51l,37.5809,126.89262,1
15965,류용선,01025655636,mfesc,hostgator.com,rgxb814w,35.2449,129.01135,0
15966,한경교,01038485375,bparan,hostgator.com,dttj8k,35.1583,129.02807,2
15967,김찬배,01027258362,amim,mashable.com,34up1d0qq,37.4221,127.95481,8
15968,진덕수,01050201383,snuaa,comsenz.com,gko21gea,36.2197,128.41372,4
15969,윤인영,01040325912,rgersn,dion.ne.jp,1w9u0xs7k,37.5992,127.0063,2
15970,이경두,01081651428,dhellj,domainmarket.com,umkx9s,37.6338,127.01165,3
15971,심의제,01082846405,ilezed,biblegateway.com,glyws9s,35.2025,128.87291,5
15972,유영혁,01096691335,jbleta,qq.com,k047i7f46,37.4234,127.95194,6
15973,진화숙,01051507763,mwrinme,odnoklassniki.ru,s86h0hi,36.9791,127.93408,9
15974,조수구,01021765155,jmarbe,census.gov,qaszijxfw,35.2058,129.05943,5
15975,한창영,01026662554,sconme,yale.edu,y00lor,36.1794,128.43284,4
15976,양창국,01084936880,asacs,omniture.com,pk6jbpj,36.0947,128.35603,9
15977,최천학,01098986555,scoagd,plala.or.jp,zwdran3lp,37.5684,126.98309,9
15978,황성재,01098740329,acass,harvard.edu,r0pm9ythy,37.0619,127.9199,7
15979,오경복,01034216597,ggejga,princeton.edu,bx57uma,37.6175,126.89995,2
15980,음위니,01062229104,velgm,linkedin.com,qqva13,35.1711,129.05718,9
15981,박복련,01074579726,noliam,comsenz.com,psb4r3i,37.5709,126.90236,3
15982,임이철,01036374476,nolivmti,yolasite.com,nwfc43,37.5622,126.9126,9
15983,유병륜,01089888979,rgerodb,nasa.gov,p6sr7dm0,35.2373,129.00727,6
15984,문신선,01083976892,scoamfe,bandcamp.com,9vqtuwl,37.6175,126.92594,2
15985,장수영,01099948385,jfarrdke,mediafire.com,cquxnul,37.5346,126.90348,6
15986,이동태,01092506478,eamks,hubpages.com,nniowi3,36.9985,127.94435,5
15987,권이숙,01033152097,scasr,bloglovin.com,alya6s,37.5979,127.02031,7
15988,박희혁,01055360522,scovd,mashable.com,z3q7kgkfj,36.9912,127.92023,1
15989,정신연,01050630754,mkyngs,cam.ac.uk,313kmb229,37.6063,126.89367,1
15990,박성자,01094364119,mevelme,linkedin.com,koln2a7ra,37.5422,126.9183,4
15991,이근형,01084733639,rsculjli,umich.edu,jtugnvw,37.5521,126.88428,6
15992,김지운,01075800014,nmeam,sogou.com,4xyon2wi,36.2713,128.40124,1
15993,김기삼,01085512763,hstdbu,hostgator.com,wmy2uw,37.6205,126.97461,8
15994,홍미실,01023387089,scasgpr,samsung.com,sdbluw0,37.322,127.95001,1
15995,이강시,01044950920,estdio,reference.com,1tvfh0ty0,37.0211,127.9293,8
15996,정재헌,01085430933,bcuraca,nasa.gov,4es2ok,37.0666,127.9408,0
15997,홍종록,01077166780,jmaiiwo,so-net.ne.jp,2jwzbu,37.3552,127.94905,8
15998,금영청,01089228903,mabg,mashable.com,9q73lk,37.6246,126.90896,1
15999,손낙중,01057284211,jgarrdk,hubpages.com,u0fhd4h,35.1853,129.05129,5
16000,임좌순,01034469847,mwrigjma,umn.edu,jyl5rc2e,35.2416,129.03774,8
16001,오상도,01070719647,asackat,cnn.com,nmhlqa,37.6189,126.98158,5
16002,윤명로,01088108520,djaimsco,cloudflare.com,1hye623,37.526,126.92405,6
16003,정은호,01074254087,djadp,cpanel.net,not8q6f6e,36.1292,128.3554,3
16004,장준수,01062983977,gharat,latimes.com,tj45p1,37.0264,127.94446,2
16005,이봉윤,01036088801,cscb,china.com.cn,ekl4ma,37.5995,126.89765,7
16006,윤인섭,01038888988,hstuk,bloglovin.com,i19h5uj,36.2891,128.27846,8
16007,박선봉,01063053845,nmefr,sogou.com,z4vdobd9,37.6216,126.89483,2
16008,강홍석,01056485281,dhentrja,yandex.ru,76g0wn4ze,37.3657,127.92816,4
16009,이주훈,01053630583,bthurc,reverbnation.com,1tp4cj,37.3434,127.9241,2
16010,최낙윤,01097892437,cwesdpi,berkeley.edu,sx5dgav,37.6097,126.89093,7
16011,구용회,01074764527,mabbg,php.net,myh1hxgy,36.9856,127.92905,6
16012,조강문,01059203415,cobrem,sogou.com,wow407xq,37.571,126.9245,9
16013,박태하,01028087994,ujarnfra,businessinsider.com,eagci0nc,36.1944,128.42794,6
16014,박점동,01025641958,jfarrk,php.net,mejfzacl,37.5385,126.89737,3
16015,조영철,01047926302,nmef,craigslist.org,gc122rn,35.232,129.02878,2
16016,주창종,01078564384,eakebt,washingtonpost.com,von2no1q1,37.6145,126.98156,3
16017,양경아,01073036688,beatf,opera.com,uukb40q94,37.3941,127.92857,4
16018,심흥섭,01085233249,bpahp,gmpg.org,8rhg2yx,37.3606,127.95419,7
16019,홍병원,01048516914,nholww,nyu.edu,c4rglfl,37.5919,126.98131,7
16020,장광섭,01031982494,aauchj,wikimedia.org,7g0e25wxu,37.4291,127.93661,3
16021,박옥덕,01068857085,chodhe,bloglovin.com,hqpf8prx,35.1427,128.87858,4
16022,박노원,01038756187,rskidke,businessinsider.com,ix71kg,37.5647,126.90575,3
16023,송공호,01020468627,vdaile,i2i.jp,i87mjmy,37.5779,126.89653,4
16024,전병용,01081118766,dshj,reference.com,t3d495,37.5409,126.90352,3
16025,송영수,01023024286,gkimvel,nasa.gov,0m4xyzchl,35.1713,128.90978,2
16026,이명덕,01032609854,nhosn,smh.com.au,y2qwrmi,37.5565,126.97401,7
16027,곽병수,01029441570,hstubco,examiner.com,p1zhr2w,37.5387,126.92919,4
16028,지해성,01059369871,gpicf,foxnews.com,5znnzd7b,37.5486,126.92119,8
16029,이익배,01073871248,mwrigcsc,360.cn,is59aadjb,37.5851,126.92071,6
16030,최봉흠,01093346723,cbygrgpr,umn.edu,9o9qxh4,37.0215,127.92436,2
16031,유규환,01087444986,ghame,xing.com,pzdo6glsp,37.6131,126.97454,7
16032,임규완,01031207149,ndykg,omniture.com,6qgul90u7,35.1622,129.06207,3
16033,임종림,01069210552,iwoogm,discuz.net,alo5jm,37.3658,127.92716,1
16034,목영우,01065725067,fcohpa,deviantart.com,psx5rv,37.3998,127.9295,5
16035,양승관,01087067889,sreesnu,businessinsider.com,9im4ws,35.215,129.05252,9
16036,심영환,01090481954,gharpaau,php.net,m5knw3,37.0495,127.93379,1
16037,박노운,01021603320,hpauy,qq.com,28bwybh,36.9821,127.91508,6
16038,최두선,01083981495,rskipww,yolasite.com,1kanpn7,35.2046,129.04725,0
16039,장래길,01096851611,bthgm,mlb.com,5l55e3,37.6485,126.97888,1
16040,최우경,01053480413,bcurjg,princeton.edu,8nn0hnz5w,37.3409,127.94412,3
16041,조순태,01040282999,cscolb,cnn.com,xmrk63fx,35.2459,128.9974,5
16042,우원진,01077996922,wbackbfi,wufoo.com,r2guzy,37.3889,127.94018,2
16043,차금순,01080063927,estd,biblegateway.com,1c3n3uu,35.2257,129.06066,7
16044,송재성,01033701495,mabbgdu,php.net,5ken18,37.362,127.95739,8
16045,이극수,01092797237,lthifca,plala.or.jp,jgql07,37.5741,126.90455,3
16046,브루스셀던,01099895544,snadn,prlog.org,z8ici9,37.4109,127.78422,0
16047,양봉금,01074588884,frah,paginegialle.it,ek05cyz73,35.2475,129.06673,2
16048,홍영섭,01063448545,ilej,jalbum.net,przwtwb,37.6475,127.01179,4
16049,오흔석,01065877666,fcou,domainmarket.com,kk16c7k,35.1448,128.93137,4
16050,백완균,01054278257,rjarsc,netscape.com,c3zh23c,35.1689,128.92373,0
16051,박권수,01058159389,mdocco,omniture.com,7c4dsi,35.1824,129.03433,6
16052,원인수,01097871221,wbackat,comsenz.com,g8ugk5uy,33.5455,126.53947,5
16053,윤원구,01053983192,lbufra,wikimedia.org,ni9dc9m,37.5279,126.9052,5
16054,한병욱,01077859544,cweuj,berkeley.edu,7oqs2ex8y,37.5529,126.89133,2
16055,진영규,01091486456,ksimssm,mashable.com,q0cbdmayk,37.4894,126.91406,5
16056,구본식,01031434656,mwrij,wufoo.com,95ltmh,37.527,126.92406,4
16057,일리예스쿠,01042953231,fcokc,i2i.jp,ppcrs6,37.5999,126.91667,5
16058,기코,01031854086,ysadbu,360.cn,8d1satgsb,37.6214,126.98461,1
16059,곽정균,01071891024,nholgdu,ow.ly,cadpko3rv,37.6477,126.98184,2
16060,차일영,01077100012,snutgdu,youtube.com,sc49m6xf,36.1532,128.36865,9
16061,최호례,01096898300,tfals,yolasite.com,mnysxdcx,35.1155,128.9103,6
16062,신규태,01044569944,scai,wufoo.com,13mboeg5,36.1876,128.33961,3
16063,이인권,01036992541,rjarmd,nih.gov,3vp0jf,37.5546,126.92125,5
16064,김일오,01085391150,fcaysfco,nih.gov,4is5ois1v,37.613,126.91088,1
16065,최시우,01045540446,mtilsjna,harvard.edu,ce4q3rw1,37.6158,126.92894,4
16066,이정신,01033188323,sreddi,berkeley.edu,7ip4vjx2,36.1169,128.35347,4
16067,고길환,01020364296,gharlha,mediafire.com,utuc6nj,37.1101,127.91995,9
16068,임승순,01025086599,amiacsc,360.cn,iwex8w,37.4935,128.05857,8
16069,강봉주,01052504904,sreede,php.net,22koky0,37.5776,127.01124,3
16070,박공자,01087888304,mdor,webeden.co.uk,oahdsa3y5,37.6241,126.91897,9
16071,김낙숙,01074044057,savieb,mlb.com,wz7nlci,37.3571,127.93319,2
16072,최황용,01063113305,ddighst,arizona.edu,9rrqnqw7,37.5942,126.98231,2
16073,설덕영,01079199899,wwia,youtube.com,u6296i,37.5499,126.90229,3
16074,석성균,01021196670,ndyknm,youtu.be,84d1m9zh8,35.2246,128.88273,1
16075,최인관,01047038090,mkyngmk,nasa.gov,jqceg0ww,37.5901,126.97433,3
16076,배남환,01098878059,lhatwa,comsenz.com,957wve,37.5252,126.88801,8
16077,배광두,01029870068,rskipac,domainmarket.com,aa1drs,37.5584,126.92056,2
16078,배용호,01098915354,eakessna,youtu.be,2r3y5h40,37.364,127.98839,0
16079,강수진,01072492551,eakesl,xing.com,w44865gj7,37.5679,126.96409,9
16080,진운식,01078840284,kcucs,ox.ac.uk,jg423y8qr,35.1864,129.0623,3
16081,양병호,01042538498,nmelha,webeden.co.uk,vksu47h1q,35.2424,129.03877,3
16082,박충섭,01021245893,sreel,cnn.com,7ky5h8b,37.3826,127.81876,1
16083,이학문,01090608553,bthursco,bandcamp.com,1h3oma,37.5868,126.97826,8
16084,정동찬,01086705231,ilezeu,umich.edu,mm5qlkj,35.1807,128.90397,8
16085,진수영,01025520164,ggenbco,nydailynews.com,rgvw87m,36.1748,128.31022,4
16086,손순현,01051763562,atoaca,youtu.be,91qapuir9,37.5074,126.89912,9
16087,김환명,01060158977,jbracae,cloudflare.com,drx58z,37.5348,126.90614,2
16088,고춘영,01059329548,jnati,webeden.co.uk,mrm31tb,37.5712,126.91265,2
16089,송희만,01029486254,kdevw,cbslocal.com,retqak,36.1958,128.36493,6
16090,테레슈코바니콜라예바,01051201023,diorifto,nydailynews.com,lo4op5e9,35.2114,129.06158,8
16091,유병일,01095642531,kcujgo,cbslocal.com,jtn7fb,33.5293,126.49537,3
16092,신종진,01055296693,cobrg,xing.com,q0ku36,37.5738,126.97606,2
16093,김완건,01058873527,nhosca,discuz.net,w04dv7f,36.9495,127.90103,5
16094,안태훈,01080123247,dbupl,opera.com,adn4k6,36.882,128.04645,6
16095,박대순,01067531056,rjarcho,umn.edu,sixc02,37.646,126.99284,0
16096,황용길,01067731427,ksih,chron.com,tput0zqp1,36.1927,128.33353,1
16097,강태경,01040429730,jgardbu,smh.com.au,qmw16x2,35.1774,129.06417,6
16098,정돈상,01039174541,lbucm,mlb.com,6l7dew,35.2091,129.02262,1
16099,임교환,01039961096,eamejb,qq.com,sb4sw3u1,36.1634,128.38361,5
16100,심경보,01090087789,vdas,samsung.com,kn5ojih,37.5842,126.99219,2
16101,임근목,01084709924,gpics,gov.uk,aiulnc,35.2434,128.9526,2
16102,김태윤,01080397099,kcurds,reverbnation.com,bdi5md2,35.1686,129.03704,0
16103,강애란,01049968639,dhenj,cpanel.net,gfphnvx,33.5131,126.50109,0
16104,신영재,01026053409,gpra,homestead.com,d5bvzal2h,37.5571,126.91251,8
16105,김숙선,01032211780,jnatmti,php.net,a3kwbw,36.2046,128.31061,9
16106,강신회,01058919013,bcocob,harvard.edu,coq1hh,37.3565,127.95206,5
16107,성후경,01028828538,rskipgp,prlog.org,35865l,37.5935,126.97438,6
16108,모안청,01050493567,lbumd,nydailynews.com,wkipgx,35.1859,129.0453,5
16109,고금예,01042627118,dshemab,jalbum.net,zsm29r3g,37.5426,126.92332,6
16110,김해석,01044045225,mboolasa,google.fr,0pgh02s,35.2612,129.01227,1
16111,신귀언,01042396923,rskmd,ox.ac.uk,57omtqdld,35.2152,129.05657,1
16112,박균호,01066456058,bfirmj,macromedia.com,jrrw9v9,37.619,126.96951,5
16113,안정태,01039503369,kcurgp,princeton.edu,avuud2,37.6176,127.01957,5
16114,고봉선,01082255796,mtilt,arizona.edu,pco1lrh,35.2518,129.03537,8
16115,신태교,01058442756,jchrsk,gov.uk,7b65am6rz,35.1826,128.93174,4
16116,김해웅,01036038327,ggev,examiner.com,do2asz,37.3403,127.95702,7
16117,이해욱,01047414172,cbygb,latimes.com,vjb8hfapn,36.8548,128.03915,1
16118,박지명,01094204362,rsculnme,macromedia.com,7uafgmn,37.5665,126.99202,5
16119,이용익,01022292128,scoasn,cam.ac.uk,mm9f59q,36.1467,128.42953,9
16120,김환호,01071954830,nmem,hostgator.com,ru0j6lj,37.3901,127.81684,6
16121,한재균,01032126160,gpich,wikimedia.org,05219m,37.3582,127.93132,2
16122,변인수,01043765900,vdallc,jalbum.net,5l7uo0lgi,37.514,126.91702,0
16123,구공서,01024897421,cwestg,odnoklassniki.ru,a1tcan2,37.5889,127.01825,4
16124,최순조,01079754116,gpicato,wufoo.com,fmthz5l,37.0704,127.92992,8
16125,안현선,01034024909,hbiarj,macromedia.com,pokacau4c,37.5564,126.90728,9
16126,주재식,01075488891,ftorrf,wufoo.com,y1l4ei,36.9971,127.93523,6
16127,배정돈,01047408374,smerrcs,berkeley.edu,yzog9b3i,37.0556,127.91776,8
16128,이인길,01089729717,cwesdja,mlb.com,t29ytbtqv,35.198,129.0305,5
16129,이대완,01058484945,lthima,360.cn,8jpp7x73,37.6057,126.99543,3
16130,유양금,01079315383,snuttks,webeden.co.uk,fzze0qb,37.0559,127.91843,5
16131,보인,01042061551,mabbokto,odnoklassniki.ru,nzrl8kc9,37.6523,127.00885,1
16132,자소코프,01024205325,gkimrj,princeton.edu,8na61by,37.346,127.933,9
16133,이죽무,01046615300,jchec,quantcast.com,8tis20m,37.4226,127.9549,7
16134,정현숙,01031872295,meves,pinterest.com,omkz40i,35.2452,129.06771,3
16135,이귀현,01038086881,diorbea,prlog.org,v6sqzn,35.101,128.8279,3
16136,유환호,01022521224,dhellh,state.tx.us,539ocp3ca,37.6484,126.98982,5
